"Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"11992","General","Co-payments","N","Nervous system","N02","ANALGESICS",7940,261956.4
"12022","General","Co-payments","N","Nervous system","N02","ANALGESICS",7766,265160.96
"12053","General","Co-payments","N","Nervous system","N02","ANALGESICS",9383,336859.8
"12084","General","Co-payments","N","Nervous system","N02","ANALGESICS",14243,565521.73
"12112","General","Co-payments","N","Nervous system","N02","ANALGESICS",15651,614449.88
"12143","General","Co-payments","N","Nervous system","N02","ANALGESICS",15364,596746.7
"12173","General","Co-payments","N","Nervous system","N02","ANALGESICS",17542,613220.2
"12204","General","Co-payments","N","Nervous system","N02","ANALGESICS",13804,503242.73
"12234","General","Co-payments","N","Nervous system","N02","ANALGESICS",12826,451779.38
"12265","General","Co-payments","N","Nervous system","N02","ANALGESICS",11162,387738.79
"12296","General","Co-payments","N","Nervous system","N02","ANALGESICS",10713,372750.42
"12326","General","Co-payments","N","Nervous system","N02","ANALGESICS",10664,354798.49
"12357","General","Co-payments","N","Nervous system","N02","ANALGESICS",8977,304485.76
"12387","General","Co-payments","N","Nervous system","N02","ANALGESICS",9427,305037.6
"12418","General","Co-payments","N","Nervous system","N02","ANALGESICS",9622,331844.5
"12449","General","Co-payments","N","Nervous system","N02","ANALGESICS",18315,691233.26
"12478","General","Co-payments","N","Nervous system","N02","ANALGESICS",23218,746211.45
"12509","General","Co-payments","N","Nervous system","N02","ANALGESICS",24172,665139.11
"12539","General","Co-payments","N","Nervous system","N02","ANALGESICS",25259,664880.77
"12570","General","Co-payments","N","Nervous system","N02","ANALGESICS",24329,595054.89
"12600","General","Co-payments","N","Nervous system","N02","ANALGESICS",23774,526714.16
"12631","General","Co-payments","N","Nervous system","N02","ANALGESICS",22513,480184.36
"12662","General","Co-payments","N","Nervous system","N02","ANALGESICS",21731,421099
"12692","General","Co-payments","N","Nervous system","N02","ANALGESICS",20987,386771
"12723","General","Co-payments","N","Nervous system","N02","ANALGESICS",20066,360143
"12753","General","Co-payments","N","Nervous system","N02","ANALGESICS",19233,336747
"12784","General","Co-payments","N","Nervous system","N02","ANALGESICS",17863,381351
"12815","General","Co-payments","N","Nervous system","N02","ANALGESICS",14984,651332
"12843","General","Co-payments","N","Nervous system","N02","ANALGESICS",15762,685953
"12874","General","Co-payments","N","Nervous system","N02","ANALGESICS",16188,716623
"12904","General","Co-payments","N","Nervous system","N02","ANALGESICS",15266,656258
"12935","General","Co-payments","N","Nervous system","N02","ANALGESICS",13881,586299
"12965","General","Co-payments","N","Nervous system","N02","ANALGESICS",12455,514532
"12996","General","Co-payments","N","Nervous system","N02","ANALGESICS",11859,465002
"13027","General","Co-payments","N","Nervous system","N02","ANALGESICS",10821,408057
"13057","General","Co-payments","N","Nervous system","N02","ANALGESICS",9615,353664
"13088","General","Co-payments","N","Nervous system","N02","ANALGESICS",9367,344941
"13118","General","Co-payments","N","Nervous system","N02","ANALGESICS",8979,304149
"13149","General","Co-payments","N","Nervous system","N02","ANALGESICS",11686,412167
"13180","General","Co-payments","N","Nervous system","N02","ANALGESICS",15460,658088
"13208","General","Co-payments","N","Nervous system","N02","ANALGESICS",19136,804233
"13239","General","Co-payments","N","Nervous system","N02","ANALGESICS",16424,672148
"13269","General","Co-payments","N","Nervous system","N02","ANALGESICS",20085,776916
"13300","General","Co-payments","N","Nervous system","N02","ANALGESICS",16746,656867
"13330","General","Co-payments","N","Nervous system","N02","ANALGESICS",16029,590094
"13361","General","Co-payments","N","Nervous system","N02","ANALGESICS",16149,583153
"13392","General","Co-payments","N","Nervous system","N02","ANALGESICS",12982,454972
"13422","General","Co-payments","N","Nervous system","N02","ANALGESICS",14424,492789
"13453","General","Co-payments","N","Nervous system","N02","ANALGESICS",12330,409242
"13483","General","Co-payments","N","Nervous system","N02","ANALGESICS",11214,370627
"13514","General","Co-payments","N","Nervous system","N02","ANALGESICS",14445,518042
"13545","General","Co-payments","N","Nervous system","N02","ANALGESICS",19781,802440
"13573","General","Co-payments","N","Nervous system","N02","ANALGESICS",23132,971201
"13604","General","Co-payments","N","Nervous system","N02","ANALGESICS",18414,749408
"13634","General","Co-payments","N","Nervous system","N02","ANALGESICS",22860,927822
"13665","General","Co-payments","N","Nervous system","N02","ANALGESICS",20953,849860
"13695","General","Co-payments","N","Nervous system","N02","ANALGESICS",20549,808334
"13726","General","Co-payments","N","Nervous system","N02","ANALGESICS",20293,775199.25
"13757","General","Co-payments","N","Nervous system","N02","ANALGESICS",18707,669462.93
"13787","General","Co-payments","N","Nervous system","N02","ANALGESICS",17588,617789.64
"13818","General","Co-payments","N","Nervous system","N02","ANALGESICS",17404,606873.61
"13848","General","Co-payments","N","Nervous system","N02","ANALGESICS",15602,531665
"13879","General","Co-payments","N","Nervous system","N02","ANALGESICS",17063,608888
"13910","General","Co-payments","N","Nervous system","N02","ANALGESICS",28002,1200908
"13939","General","Co-payments","N","Nervous system","N02","ANALGESICS",24000,1031944
"13970","General","Co-payments","N","Nervous system","N02","ANALGESICS",29474,1270775
"14000","General","Co-payments","N","Nervous system","N02","ANALGESICS",27617,1186262
"14031","General","Co-payments","N","Nervous system","N02","ANALGESICS",22184,938148
"7851","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",22801,429681
"7882","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",19407,368684
"7913","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",17069,340748
"7943","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",17307,352448
"7974","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",15548,316998
"8004","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",15751,323664
"8035","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",14655,303756
"8066","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",14608,291448
"8095","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",18373,335773
"8126","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",19430,348650
"8156","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",18591,339524
"8187","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",18794,342824
"8217","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",20632,380972.53
"8248","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",18823,352649.25
"8279","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",18512,346358.54
"8309","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",17666,333586.25
"8340","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",16290,292460.87
"8370","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",17884,319888.84
"8401","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",14946,266049
"8432","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",16541,284946.83
"8460","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25092,368005.66
"8491","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24397,343766.88
"8521","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25496,362314.65
"8552","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24935,356916.17
"8582","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25713,372241.69
"8613","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25323,367624.78
"8644","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24379,355779.78
"8674","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",22628,333299.72
"8705","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",22251,341723.46
"8735","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25515,409205.32
"8766","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",19066,312592.25
"8797","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",21727,358623.89
"8825","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26815,456376.54
"8856","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24299,422823.73
"8886","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26457,463072.16
"8917","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26323,469175.92
"8947","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25952,464923.06
"8978","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28114,514005.58
"9009","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25455,468181.21
"9039","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24925,459527.18
"9070","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24310,440645.68
"9100","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24771,449728.22
"9131","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24299,453966.01
"9162","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",23999,483448.58
"9190","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28458,589458.69
"9221","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27014,567692.51
"9251","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28962,618351.67
"9282","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28248,612819.47
"9312","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28094,614350.3
"9343","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29199,645823.23
"9374","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25954,570390.38
"9404","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27108,598960.15
"9435","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24303,536625.27
"9465","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",23944,555203.59
"9496","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",23711,562243.75
"9527","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",23824,595940.96
"9556","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25093,653765.94
"9587","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26347,689069.9
"9617","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28006,747856.43
"9648","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25173,680051.3
"9678","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28608,782939.01
"9709","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26505,734869.61
"9740","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26427,725732.58
"9770","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26658,735472.15
"9801","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24774,689712.86
"9831","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27400,766835.26
"9862","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24121,672490.95
"9893","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",23147,640477.15
"9921","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24446,693295.7
"9952","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25683,731614.5
"9982","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25906,738701.3
"10013","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25892,744723.82
"10043","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27330,793407.4
"10074","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24866,733787.83
"10105","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25366,750174.25
"10135","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25534,760771.89
"10166","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",22681,661568.85
"10196","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27964,843224.92
"10227","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",21007,619184.87
"10258","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",23300,731855.7
"10286","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25891,832535.29
"10317","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25681,819320.03
"10347","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26758,861029.99
"10378","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27122,891326.76
"10408","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28022,929206.63
"10439","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25308,827877.41
"10470","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26945,899614.17
"10500","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25206,837455.63
"10531","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24473,802962.65
"10561","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26760,879740.07
"10592","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",22806,757023.61
"10623","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",23936,810439.88
"10651","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29117,1010566.85
"10682","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25187,893352.64
"10712","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26813,947272.89
"10743","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27063,950843.63
"10773","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27919,1006523.59
"10804","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27351,980606.61
"10835","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26725,966394.84
"10865","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25016,905709.01
"10896","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25064,902561.53
"10926","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26199,933470.72
"10957","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24378,881297.55
"10988","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25230,936294.29
"11017","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27889,1063688.28
"11048","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26759,1019730.84
"11078","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28795,1111346.15
"11109","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28171,1086696.76
"11139","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30705,1177048.25
"11170","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28547,1083581.67
"11201","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25004,967135.71
"11231","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28018,1069434.69
"11262","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25479,987478.51
"11292","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24621,926369.09
"11323","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26552,1009441.19
"11354","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",23865,953440.14
"11382","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29687,1202587.02
"11413","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27302,1115902.57
"11443","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29183,1195079.37
"11474","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26123,1065755.76
"11504","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29129,1191088.28
"11535","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28100,1151551.01
"11566","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24346,994479.02
"11596","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26889,1095217.73
"11627","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26490,1069721.01
"11657","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",22814,921385.99
"11688","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27168,1094631.56
"11719","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25187,1064248.73
"11747","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26803,1132719.41
"11778","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28537,1239671.72
"11808","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30629,1309024.63
"11839","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26961,1154642.63
"11869","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30518,1308792.36
"11900","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27340,1166753.82
"11931","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27606,1169414.44
"11961","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27030,1143597.53
"11992","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25112,1061098.97
"12022","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25352,1048598.94
"12053","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26683,1134695.09
"12084","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26978,1163825.78
"12112","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28459,1250617.44
"12143","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27515,1205006.32
"12173","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31388,1381412.57
"12204","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29473,1297677.39
"12234","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30262,1314050.22
"12265","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27606,1215234.4
"12296","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28172,1253043.79
"12326","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29064,1299259.92
"12357","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25683,1129889.87
"12387","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27148,1201911.24
"12418","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25914,1146682.51
"12449","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29766,1387594.62
"12478","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31502,1478093.49
"12509","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30916,1462805.72
"12539","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31247,1477452.54
"12570","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31028,1455773.41
"12600","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31828,1497360.74
"12631","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30506,1426639.97
"12662","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30199,1407864
"12692","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29092,1365681
"12723","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28856,1340908
"12753","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27277,1252054
"12784","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27086,1274605
"12815","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25916,1324028
"12843","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27734,1434675
"12874","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29242,1517977
"12904","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28931,1478951
"12935","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29397,1539517
"12965","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28421,1468520
"12996","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29149,1480060
"13027","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28685,1323808
"13057","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25648,1182075
"13088","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26331,1194189
"13118","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",24659,1118791
"13149","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27082,1240744
"13180","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26502,1224410
"13208","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31700,1494464
"13239","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28577,1339706
"13269","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",34155,1580019
"13300","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30692,1401428
"13330","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30314,1387748
"13361","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31426,1387020
"13392","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26944,1198364
"13422","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30520,1352281
"13453","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",26769,1194104
"13483","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",25178,1103116
"13514","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29472,1284432
"13545","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",29288,1296854
"13573","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",33415,1479980
"13604","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",27833,1244710
"13634","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",34457,1567718
"13665","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",32888,1484036
"13695","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",34057,1536072
"13726","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",34847,1547645.22
"13757","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31542,1335845.23
"13787","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",31283,1327946.91
"13818","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30772,1303283.27
"13848","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",28952,1205061
"13879","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",30675,1264457
"13910","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",37845,1605365
"13939","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",32299,1358569
"13970","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",39814,1690537
"14000","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",38696,1662652
"14031","General","Co-payments","N","Nervous system","N03","ANTIEPILEPTICS",32114,1350762
"7851","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6802,164816
"7882","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",5270,125746
"7913","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",4530,104484
"7943","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",4172,95639
"7974","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3551,79503
"8004","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3414,76197
"8035","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3171,68183
"8066","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",5142,120147
"8095","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6802,171196
"8126","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7285,186220
"8156","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7044,182629
"8187","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6385,159489
"8217","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6228,159816.02
"8248","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",5105,126567.02
"8279","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",4459,108805.22
"8309","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3975,95723.53
"8340","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3327,80015.08
"8370","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3334,79582.39
"8401","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",2780,71548.88
"8432","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",5199,142216.38
"8460","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7541,217139.13
"8491","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7498,245990.43
"8521","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7449,252564.47
"8552","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6863,232093.7
"8582","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6201,211062.71
"8613","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",5257,173899.48
"8644","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",4476,144716.9
"8674","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3667,118361.04
"8705","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3360,107758.94
"8735","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3656,116335.21
"8766","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",2489,76512.59
"8797","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",5276,174249.44
"8825","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7393,252487.52
"8856","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7006,245080.32
"8886","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7667,269320.63
"8917","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7349,258962.4
"8947","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6595,234027.76
"8978","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6482,229152.11
"9009","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",5289,186586.67
"9039","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",4635,156705.71
"9070","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",4137,139040.27
"9100","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3810,128311.4
"9131","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",3682,124129.11
"9162","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6073,219670.32
"9190","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7695,296380.32
"9221","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7381,281030.77
"9251","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",7568,296133.31
"9282","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6825,266344.63
"9312","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",6214,232239.86
"9343","General","Co-payments","N","Nervous system","N04","ANTI-PARKINSON DRUGS",5945,224548.52
