"date","Tmort","Rmort","Cmort","Temp","Rhumid","CO","SO2","NO2","HC","Ozone","Part"
"1977-08-15",173,5,86,90.4,47,8.5,5.5,16.67,58.33,14.33,64
"1977-08-16",185,9,91,87,62.6,9.83,3.5,20,66.67,7.67,65.83
"1977-08-17",152,8,75,72,93,5,1.17,6.67,50,1.5,32.17
"1977-08-18",130,5,69,80.2,82.6,4.67,1.67,7.67,35,10,30.33
"1977-08-19",160,8,78,86.2,69.4,6.67,3,14.67,48.33,14.33,46.17
"1977-08-20",160,8,71,89.2,59.4,6,3.83,12,60,17.5,38.5
"1977-08-21",157,5,70,82,67,3.5,2.5,6.67,43.33,8.67,21.67
"1977-08-22",173,10,85,81.2,73.8,4.67,2.67,10.5,50,9.17,40.5
"1977-08-23",146,8,73,80.6,70.6,3.83,2.67,7.83,30,8.67,28.67
"1977-08-24",160,6,79,81.8,66,4,2,8.33,30,10.33,31.83
"1977-08-25",170,5,73,80.2,66.4,5.67,2.5,11.17,63.33,11.5,45
"1977-08-26",161,8,74,79,72,4.33,2.33,8.5,36.67,8.17,30.33
"1977-08-27",152,9,66,81,68.8,3.17,1.5,7,30,11.5,19.83
"1977-08-28",152,9,74,83.2,69.6,3.67,2.5,8,38.33,15.83,22.83
"1977-08-29",169,8,82,81.6,74.4,6,2.83,13,50,15.83,44.33
"1977-08-30",130,10,60,80.6,74.4,3.33,1.33,7.17,30,9.67,33.83
"1977-08-31",157,8,72,78.6,69.2,3.83,1.5,7.17,30,8.67,26.83
"1977-09-01",158,8,74,79.4,70.2,4.17,1.5,8.33,41.67,9,33.17
"1977-09-02",140,9,64,80.8,68.2,5.17,2.17,9.83,48.33,8.17,38.33
"1977-09-03",158,10,69,82.4,68.8,4,2.33,8.67,36.67,14.17,36
"1977-09-04",144,4,59,87.2,59.2,5.5,4.17,14.33,60,15.5,34
"1977-09-05",151,6,65,90.4,54.6,5.83,3,12.83,60,15.5,36.17
"1977-09-06",198,15,92,92.2,46,8,3.17,16.33,50,12.33,58.17
"1977-09-07",172,8,88,93.4,44,8.5,2.67,16.83,61.67,12.17,62.67
"1977-09-08",124,6,55,90.4,49.8,8.17,4.17,19.17,71.67,13.5,58.33
"1977-09-09",147,10,72,83.4,62.2,6.17,3.5,16.17,50,10.83,50.67
"1977-09-10",154,6,73,80.6,70.8,3.67,2.83,8.5,35,7,30
"1977-09-11",164,6,87,78.4,70.8,2.83,2.83,6.83,35,6.33,20.33
"1977-09-12",152,7,74,77.6,67.4,3.33,2.67,7,35,7,27.33
"1977-09-13",143,10,75,76.6,71.6,3.67,1.83,7.33,38.33,7.67,30.17
"1977-09-14",142,3,72,74.4,72.8,5.17,1.67,7.5,43.33,6.67,39.5
"1977-09-15",141,3,74,73.4,74.4,6,2,7.83,53.33,7.17,40
"1977-09-16",151,8,66,71.6,66.2,5.67,1.5,4.83,41.67,3.17,34.33
"1977-09-17",133,10,64,74.2,62.6,4.67,1.33,5.17,40,6.5,22.83
"1977-09-18",138,10,51,78.2,59.4,4.83,1.5,6.33,43.33,8.5,23.67
"1977-09-19",165,7,83,76.8,62.4,5.17,1.17,9.33,48.33,5.83,35.67
"1977-09-20",147,8,72,76.6,66.6,5.83,1.33,7.83,40,5.33,45.17
"1977-09-21",140,8,60,81.6,58,7.5,2.67,13.83,55,11.33,57.17
"1977-09-22",165,10,81,76.2,67.2,5,2.67,9.83,45,8.33,38.5
"1977-09-23",134,5,71,75.6,62.6,5.83,3,14.67,46.67,6,44.33
"1977-09-24",172,6,82,83,51.6,7.17,3.5,15.17,63.33,15,42.67
"1977-09-25",142,5,64,79,64.8,6.17,1.33,9.5,56.67,4.5,27.17
"1977-09-26",144,9,73,76.2,76.2,3.17,1.17,4.33,35,3.17,33.17
"1977-09-27",178,12,91,76,75.6,4,1.33,6.67,36.67,5.5,34.83
"1977-09-28",166,7,79,77,74,4.83,2.17,11,41.67,11,40.17
"1977-09-29",161,6,86,73.8,77.2,4.5,1.67,7.17,41.67,4.33,32.17
"1977-09-30",150,10,68,77.4,67.8,7.67,1.83,9.33,55,10.5,44
"1977-10-01",163,8,80,83,59.4,9,3.17,13.83,63.33,17.67,46.33
"1977-10-02",178,8,85,80.2,68,6.33,3.33,11,60,15.33,33.83
"1977-10-03",160,7,75,80.8,64.4,8.83,2.83,15,66.67,12,66.67
"1977-10-04",157,5,86,83.4,55.2,9.67,3.5,19.33,61.67,12.67,64.17
"1977-10-05",131,8,55,87,45.2,12,3.67,19.33,70,12.5,77
"1977-10-06",151,11,69,83.2,48,8.83,3.17,15.17,61.67,6.33,56
"1977-10-07",131,2,65,87.8,45.2,11,2.5,13.5,66.67,9.67,63.67
"1977-10-08",154,9,82,84.8,53.4,10,3.17,16.17,85,12.83,53
"1977-10-09",159,3,79,79.2,70.2,4.67,1.83,7.17,48.33,8.17,26
"1977-10-10",175,5,86,77.8,67.8,4.33,2.5,9.17,43.33,10,48.83
"1977-10-11",160,8,84,81.8,68.8,5,2.67,12.17,38.33,13,46.17
"1977-10-12",151,7,72,84,59,9.83,3,16.5,63.33,11,72
"1977-10-13",172,4,82,82.6,61.8,11.5,4.33,22,81.67,11.83,71.83
"1977-10-14",160,4,85,83.2,61.6,10.67,3.67,19.83,76.67,13.67,92.83
"1977-10-15",157,4,70,84.6,59,9.5,3.17,19,75,16.17,56.17
"1977-10-16",152,4,72,79.4,70.4,6.17,2.33,12.67,61.67,18.5,40.5
"1977-10-17",181,8,87,79,75.6,7.17,3.67,15.83,55,15.67,74.17
"1977-10-18",147,7,73,75.4,77.6,5.83,3.5,16,41.67,12.33,59
"1977-10-19",156,8,79,68.6,75.2,4,1.33,6.17,36.67,2.83,43.5
"1977-10-20",146,5,59,67.8,76,5.83,1.33,7.83,48.33,3,52
"1977-10-21",160,9,82,72.6,72.6,8.83,1.33,9.67,55,7,54.83
"1977-10-22",154,5,78,79.4,67.2,8.67,2.17,12.33,63.33,9.83,57.33
"1977-10-23",158,6,78,81.8,70.6,8.83,2.67,10.17,71.67,10.67,39.83
"1977-10-24",176,5,91,81.6,64.6,12.17,3.67,21,80,13,74.17
"1977-10-25",172,9,89,84,64.2,14.17,3.67,22.33,76.67,14.5,80.67
"1977-10-26",158,8,77,78,73,12.83,4.83,22,85,11.67,81.17
"1977-10-27",146,3,78,73,66.4,5.5,1.83,6,35,4.33,32
"1977-10-28",138,8,65,73.2,67,6.17,2,7.83,35,5.5,41.67
"1977-10-29",136,6,66,70.4,68.4,6.67,1.5,6.33,41.67,4,36.67
"1977-10-30",179,10,90,72.4,62.6,8.5,1.83,5.83,56.67,5.17,49.17
"1977-10-31",159,7,78,72.2,64.4,8.83,2.5,12.33,63.33,6.5,58.33
"1977-11-01",176,5,90,85.6,45.2,13.5,3.33,19.17,66.67,7.67,66
"1977-11-02",154,2,73,87.2,31,14.83,3.5,21.5,81.67,10.17,77.5
"1977-11-03",154,6,76,81.6,47.4,14.5,2.83,17.5,85,8.67,63.5
"1977-11-04",156,5,82,74.2,67.6,6.83,1.67,8.5,41.67,5,40.17
"1977-11-05",164,5,88,67,75.6,3.33,1.17,5.67,30,3.33,24.5
"1977-11-06",140,6,75,71.4,39.6,2.67,0.83,4.33,25,2.83,20.33
"1977-11-07",162,12,89,72,54.8,10,2.17,10.83,56.67,4.33,56.67
"1977-11-08",162,8,94,75,58,11.5,2.5,13.67,66.67,6.67,65
"1977-11-09",179,11,100,80.6,27.8,11.67,3,12.67,76.67,4.33,76.67
"1977-11-10",164,9,88,83.8,16.4,10.83,2.17,10.67,61.67,3.33,53.33
"1977-11-11",145,8,71,72,38.8,13.17,3.5,24.83,76.67,4.5,69.5
"1977-11-12",171,7,86,80.4,37.4,12.33,3.5,20,80,8.33,72.5
"1977-11-13",174,8,93,70.6,65.2,11.5,2.67,16.17,83.33,6,72
"1977-11-14",183,8,98,78.2,57.2,14,3.83,22.83,85,9.17,73.5
"1977-11-15",140,11,57,83.2,42.8,15,4,21.5,85,8.5,88.67
"1977-11-16",143,7,74,83.6,33.4,18.83,4.17,31.33,98.33,11.5,82.33
"1977-11-17",169,9,81,78,50.8,15.67,5.17,28.17,100,10.67,85.17
"1977-11-18",133,6,74,65.4,69.6,5.67,2,8.83,41.67,4.17,35
"1977-11-19",163,8,81,64.6,59.8,5.33,1.17,6.83,38.33,3.67,41.67
"1977-11-20",140,5,68,65.6,50.8,6.67,1,7.5,41.67,3.67,52.83
"1977-11-21",156,8,98,68.4,57.8,9,2.5,12,53.33,4.17,58
"1977-11-22",154,8,74,68.6,61.8,9.67,2.33,14.17,58.33,3.33,61.5
"1977-11-23",165,7,95,75,56.6,16.67,3.33,21,76.67,5.67,75.5
"1977-11-24",151,10,85,87.8,23,8,1.83,10.67,63.33,5.67,45.17
"1977-11-25",153,5,88,92.8,25.8,14.83,2.67,16.33,85,5.67,55
"1977-11-26",172,5,92,86.8,30,12.5,2.67,17.67,95,9,54.67
"1977-11-27",188,17,98,81.8,45.6,4.83,2.33,12,48.33,6.83,37.5
"1977-11-28",176,13,81,84.2,41.8,10,2.83,15.5,60,5.83,60.83
"1977-11-29",157,11,82,86.4,36.6,14.17,2.5,13.67,81.67,3.83,81.5
"1977-11-30",140,3,63,82.4,30.8,13.17,4.17,23,81.67,4.5,72.33
"1977-12-01",161,9,78,81.8,32.8,13.83,3.17,19,80,4.33,61.67
"1977-12-02",168,6,88,80.6,36.8,17.33,5,28,90,8,86.67
"1977-12-03",180,8,95,77.6,48.6,17,5.17,29,111.67,11,85.83
"1977-12-04",162,11,89,72.2,64.6,13.5,5.17,26.83,103.33,11.83,78.67
"1977-12-05",165,4,94,76.4,63.2,16.67,5.17,31.17,96.67,12.17,97.83
"1977-12-06",165,4,82,77,63.8,17.5,4.67,30.67,100,11.33,100.17
"1977-12-07",158,6,78,66.8,74,14.5,6.33,30.33,95,5.5,84.5
"1977-12-08",173,13,93,68.8,73.2,12,2.83,20.17,66.67,6.5,80.33
"1977-12-09",176,8,89,67.8,76.8,13.17,4.17,22.83,80,4.33,88.17
"1977-12-10",165,2,78,70,75.6,12.83,3.67,22.17,91.67,8.67,79.17
"1977-12-11",157,6,72,65,72.4,8,3,11.33,48.33,6.83,58.5
"1977-12-12",188,7,99,65.6,70.4,11.33,2.5,13.17,63.33,6.17,67.83
"1977-12-13",155,10,84,76.2,53,15.5,4.33,22.83,80,5.83,87
"1977-12-14",176,11,84,74.8,53,15.17,5.5,31,98.33,8.17,89.5
"1977-12-15",174,11,90,65.2,79.2,11.33,2.33,15.83,68.33,1.5,58.17
"1977-12-16",155,5,89,67.4,70.6,9.17,3,14,60,4,56.83
"1977-12-17",175,13,82,61,84.6,7.67,2.5,10.17,55,1.5,50.17
"1977-12-18",163,15,69,62.8,70.6,6.5,1.5,6.17,45,2.67,46.5
"1977-12-19",158,8,73,66.4,45.2,9.5,1.83,10.17,53.33,1.83,69.17
"1977-12-20",187,11,100,69.8,14.6,6.67,1.33,7.5,45,1.67,48
"1977-12-21",199,13,101,64.4,32.8,6.67,1.5,6.5,40,2.5,46.5
"1977-12-22",193,9,100,68.2,66.2,7.33,1.5,8,45,1.33,49.17
"1977-12-23",161,7,92,65.2,85.8,7,1.33,7,45,1.17,45.33
"1977-12-24",162,7,85,69.2,78.2,9.5,1.83,10.5,63.33,1.5,65.17
"1977-12-25",187,8,101,69.8,65.6,7.33,1.33,8.67,56.67,1.33,48.83
"1977-12-26",156,11,87,60.8,93.6,3.17,0.83,4,35,1.5,29.67
"1977-12-27",179,7,99,64.2,93.2,5.5,1.5,4.5,35,0.83,31.33
"1977-12-28",181,15,80,62.4,91.6,6.67,1.5,5,45,1.5,30.6
"1977-12-29",171,8,76,65.8,88,7.17,1,6,51.67,1.67,42.4
"1977-12-30",176,11,94,64.8,83.2,7.5,1,7,50,3,40.6
"1977-12-31",167,6,91,60.6,81.2,9,1.67,9.83,60,1.17,54.6
"1978-01-01",199,12,111,66.4,67.8,9.5,1.83,10.83,65,4,66
"1978-01-02",178,13,93,65.2,66.4,10.25,2.67,13.17,63.67,2.33,69.8
"1978-01-03",178,9,99,57,83.8,10.83,2,12.33,71.33,1.17,77
"1978-01-04",197,13,100,61,87.4,10.83,0.83,6,50,1.33,51
"1978-01-05",179,19,84,63.4,83,10.17,0.67,9.17,50.5,1.33,59.6
"1978-01-06",172,6,84,62.6,89.8,7.33,1,6.17,41.5,2.5,36.8
"1978-01-07",161,13,78,71.4,71,10.17,1.33,11.83,52.17,3.67,47
"1978-01-08",168,10,90,73.2,52.4,8.75,1.83,10.83,53.83,4,56.2
"1978-01-09",171,10,92,58.2,86,8.17,1.17,8.83,64.17,1.17,59.8
"1978-01-10",187,12,90,59.8,84.6,7.67,1.17,6.17,39,2.17,46.4
"1978-01-11",187,9,105,65.6,77.2,7.83,1.83,10.17,44.83,2.33,49
"1978-01-12",174,19,89,64.4,72.4,12.17,2,12,65.67,1.33,62.4
"1978-01-13",184,17,93,70.6,64.8,12,2.83,17,69.83,2.33,73.2
"1978-01-14",167,10,92,59.6,89.6,7.67,1.5,11.33,57.33,2,47.4
"1978-01-15",183,14,98,61.2,77.4,6.17,0.5,5.17,46.67,3,42.8
"1978-01-16",177,10,98,58.6,90.6,5.67,0.67,6.33,38,1.67,35.6
"1978-01-17",199,14,107,64.2,77.8,8.33,0.83,6.67,49.83,2.33,44.8
"1978-01-18",226,10,127,63,77.6,8.67,1.5,8.5,49.5,2.33,52.4
"1978-01-19",199,14,89,62.6,78.4,5,1,5.83,32.5,2.17,33.2
"1978-01-20",182,18,86,66.6,69.6,10.17,2,11.5,55.83,3.5,58.8
"1978-01-21",183,15,97,68.2,58.4,10.83,2.5,12.83,70.17,5,61.2
"1978-01-22",188,16,97,64.8,68.4,8.67,3,11.5,66.67,5.5,54.2
"1978-01-23",203,14,119,64,54.8,8.83,2.67,9,64,3,56
"1978-01-24",188,13,91,63.8,24.8,9,3,10,51.83,2.5,66.8
"1978-01-25",207,15,108,66.6,46.2,11.5,2.17,14,72.67,3,78
"1978-01-26",202,14,109,69.4,47.8,14,3.5,19.83,84.17,4.33,85
"1978-01-27",215,20,107,75.6,42,12.33,3.33,16.17,79,2.67,78
"1978-01-28",201,17,101,74.8,47.2,10,2.33,15,65.5,3.17,56.2
"1978-01-29",182,11,98,74,53.8,9.83,3.5,21.5,68.17,6.33,59.8
"1978-01-30",184,6,112,61.6,80.6,9.33,2.67,18,72.67,3,55
"1978-01-31",181,16,96,61,82.2,6.67,2,7.17,41.67,1.67,44
"1978-02-01",170,11,88,65.8,73.4,9,1.83,12,64.67,5,62
"1978-02-02",174,14,100,66.4,75.4,9.5,3,17,62,7.17,65.4
"1978-02-03",189,16,88,77.6,44.2,13.67,3.67,22.67,72.17,4.67,74
"1978-02-04",195,12,106,76.4,35.4,9,1.67,11,58.5,2.5,47.2
"1978-02-05",173,11,93,61.8,84.4,4.33,1.83,5.67,27.33,1.5,33.2
"1978-02-06",187,11,100,65.6,82.6,4.67,1.17,4.83,34.83,2.33,25.2
"1978-02-07",166,14,86,62.4,88.6,9,1.33,5.83,47,2,45.6
"1978-02-08",192,20,105,64.8,74.4,9.5,2,8.17,54.5,2.33,52.6
"1978-02-09",204,17,102,62,90.6,5,1.33,3.83,31.33,1.17,22.8
"1978-02-10",160,13,77,58.4,64.4,2.67,0.83,4.5,26.5,2.67,19
"1978-02-11",189,12,100,58.6,57,4.33,1,5.5,36.83,2.83,28.4
"1978-02-12",162,13,85,56.6,71.6,5.67,0.83,5.17,38.67,2,36.2
"1978-02-13",194,15,100,58.4,76.2,6.67,1.17,7.33,43,2.5,45
"1978-02-14",185,18,89,63,60.2,9,1.83,10.33,44.33,3.67,61.4
"1978-02-15",170,11,100,62,64.2,9.5,1.83,8.67,61.17,3.67,59.4
"1978-02-16",164,8,96,65.4,44.8,4.83,1.67,8.67,39.5,3.5,36.6
"1978-02-17",185,8,105,67.6,47,8.67,2.17,10.17,48.33,4.17,53.8
"1978-02-18",195,11,100,69.6,36.8,6,1.33,9.67,54.67,4.33,42
"1978-02-19",192,15,96,71.4,41.4,6.83,1.83,11,64.67,5.83,43.8
"1978-02-20",209,14,105,74,44.2,7,2,11.83,69.67,6.83,48.8
"1978-02-21",169,6,93,78,50.2,9.83,2.5,14.5,65.17,7.17,63.2
"1978-02-22",174,13,88,80.4,38.4,9.33,2.17,10.83,60.17,6.17,51.8
"1978-02-23",193,9,103,72,61.8,10.33,2.67,14.83,75.67,5.83,53
"1978-02-24",172,13,87,65.2,76,6.67,2.67,14.83,48.5,6.5,53.8
"1978-02-25",185,12,92,63,73.8,6.5,2.67,11,52.33,6.5,40.6
"1978-02-26",158,7,91,64.2,77.4,5.83,2.67,10.83,57.17,5.17,36.6
"1978-02-27",152,8,80,61.2,81.4,5.83,1.17,6,38.5,1.5,33.2
"1978-02-28",161,10,81,64.8,93.4,4.17,0.83,4.67,33.5,2,23.4
"1978-03-01",166,10,80,61.2,94.4,3.83,0.83,4.83,28,2.67,19.2
"1978-03-02",180,11,93,60.4,92.4,5.17,1,5.83,36.83,2.83,30.6
"1978-03-03",176,11,95,62.8,87.6,5.67,1.33,7,44.67,1.83,32.6
"1978-03-04",175,10,76,62.4,92.8,2.83,0.83,4.83,30.17,2.67,20.2
"1978-03-05",170,10,90,62.2,82,5.17,1,5.33,45.33,2.83,33
"1978-03-06",173,10,86,66.2,74.2,7,1.33,9.83,52.17,5.17,43.2
"1978-03-07",162,13,83,72.4,70.6,7.67,2.67,16.33,55.5,7.5,52.4
"1978-03-08",155,7,82,70,73.8,8.67,3.5,19.17,67.17,6.67,56.6
"1978-03-09",169,15,89,62.4,80.4,5.5,1.17,6.5,47,2.67,36.8
"1978-03-10",182,8,99,63,74.8,6,1.5,8,46.5,3,34.6
"1978-03-11",170,12,80,59.6,80,3.17,1,5.33,36.83,2.5,21.6
"1978-03-12",173,17,79,64,59.6,2.5,1,4.33,36.83,3,21
"1978-03-13",163,6,82,67.6,55.8,7,2.17,9,49.33,4.67,43.8
"1978-03-14",200,10,113,69.8,61.8,8.17,2.33,15.17,62.33,6.33,58.2
"1978-03-15",169,11,90,83,38.6,8.17,2.17,12.33,56.67,6.67,52.6
"1978-03-16",171,9,92,90.2,21,5.5,1.67,9.67,51.67,3,41
"1978-03-17",160,11,80,88,24.6,11.17,2.83,13.83,67.83,4.33,46.4
"1978-03-18",193,11,111,75.2,43.2,7.5,2.5,10.83,58.5,3.33,34.8
"1978-03-19",150,12,80,71.2,67.6,2.5,1.5,5.33,43.33,5.83,16.2
"1978-03-20",164,10,91,68.4,75.8,5.5,2.5,13.33,42.17,3.67,41.4
"1978-03-21",152,7,87,66.2,79.6,4.17,1.67,7.83,35.83,2.5,26.2
"1978-03-22",187,4,101,65.4,81.6,3.67,1.33,5.67,34.83,2.33,25.8
"1978-03-23",169,9,85,68.2,69.4,4.5,1,5.83,51.75,3.67,28.4
"1978-03-24",181,12,83,74.6,65.4,8.5,2.33,14.17,77,7.5,40.2
"1978-03-25",179,14,85,86.2,44.2,9.17,2.67,13,66.5,8.33,40
"1978-03-26",153,5,85,81.6,54.4,6.83,3.5,13.67,65.5,14,36
"1978-03-27",182,9,91,71.6,73,5,3.17,11.33,47.67,9.5,40.2
"1978-03-28",157,6,88,73.4,68.2,4.17,2.5,11.33,38.17,11.17,37.6
"1978-03-29",158,11,85,64.6,78.8,3.83,1.5,7,30.33,3.83,30
"1978-03-30",158,6,85,66,76.8,6.17,1.33,6.83,40,1.83,37.6
"1978-03-31",163,9,73,66.8,67,4.67,1.5,5.83,28.83,3.5,25.2
"1978-04-01",179,9,104,68,63.6,2.33,1.67,5.17,53.5,3.83,16
"1978-04-02",177,10,98,66.2,62.8,3.67,1.83,5.17,37.5,3.67,23.83
"1978-04-03",176,8,93,67.4,64,4.83,1.83,6,48.83,4,30.67
"1978-04-04",163,7,83,61.8,71.6,3.5,1.83,6.17,34.5,3,20.67
"1978-04-05",173,11,86,69,57.2,4.33,1.83,9,42.83,7,30.33
"1978-04-06",159,15,90,64.4,67.8,4.67,1.83,7.33,43.33,3.33,29.83
"1978-04-07",152,7,88,60.2,59,3.67,1.83,5.83,36.67,3.5,30.33
"1978-04-08",161,9,79,60.6,66,4.83,1.83,8.5,39.67,3.17,30.33
"1978-04-09",156,4,80,68.2,67.6,6.5,1.67,10.67,52.33,6.17,39
"1978-04-10",172,12,83,72.4,70.8,5,3,10.83,58.17,13.5,35.83
"1978-04-11",159,13,79,69.6,79.8,5.67,2.83,11.17,56.5,9.67,46.33
"1978-04-12",148,15,71,65,79.4,3.83,2.33,8,34.67,4.33,33.83
"1978-04-13",139,9,78,65.4,73,3.33,1.67,6.5,31,3.33,28
"1978-04-14",170,10,91,66.4,68.2,2.83,2.33,6.33,32.67,2.5,19.83
"1978-04-15",175,10,94,62,82.8,2.5,1.33,5.83,28.33,3,19.33
"1978-04-16",171,6,93,63,59.4,3.17,1,5,39.33,4.17,16.83
"1978-04-17",181,14,91,69.4,57.4,5.33,1.83,8.83,45.17,7,36.33
"1978-04-18",159,9,86,76.4,49.6,5.5,3.33,12.67,59.33,10.83,52.83
"1978-04-19",181,9,86,72,67.4,4.5,2.83,9.83,43.83,8.67,39.83
"1978-04-20",154,7,75,68.2,68.6,3.33,2.17,5.5,30.33,4.83,25.33
"1978-04-21",159,7,73,67.8,50.8,3.5,1.67,6,41,4.67,23.17
"1978-04-22",164,12,82,73.2,47.8,5,2.67,7.5,57.5,8.83,30.83
"1978-04-23",168,10,76,77.6,47.4,6.33,2.83,8.83,64.5,11.17,30.17
"1978-04-24",181,15,98,71,60,5.83,3.5,14.5,53.17,6.17,47.17
"1978-04-25",175,16,76,64.8,77.6,4.17,1.67,6.5,37.5,2.83,27.17
"1978-04-26",163,10,76,67,68,3.67,1.33,5.5,37.17,3.67,24.5
"1978-04-27",162,9,82,71,67.6,4.67,1.83,9.33,40.67,7.17,30.67
"1978-04-28",169,8,76,73.2,69,5,2.67,10.33,45.33,10.33,47.67
"1978-04-29",163,8,68,70,72,2.83,2.17,6.17,24.33,5.67,19.33
"1978-04-30",138,8,75,65.6,74.8,2.83,2,5.83,29.33,4.67,16.83
"1978-05-01",156,9,90,68.8,61.2,4.5,2.17,8,38,4.33,35.83
"1978-05-02",141,7,70,71,66.6,4.33,2,7.5,42.67,7.83,34.33
"1978-05-03",143,11,58,70,74.4,4,2.67,9.17,41.5,9.67,37.5
"1978-05-04",171,16,78,66.4,81,3.5,1.67,7.5,32.17,6.67,34.83
"1978-05-05",152,7,76,69.2,69,3.5,1.5,6.83,30.17,7.17,35
"1978-05-06",156,8,90,76.6,42.6,4.33,2.17,8,37.83,8.33,34.33
"1978-05-07",161,8,78,80.2,41,4.83,2.33,7.83,39.83,9.5,25.83
"1978-05-08",163,18,80,86.4,30.8,7,3,13.33,48.83,11.83,50.33
"1978-05-09",161,13,78,83.6,41.6,6.33,2.83,12.5,49.33,12.5,46.17
"1978-05-10",156,7,83,73,66,3.33,2,7.67,27.5,6.17,30.83
"1978-05-11",175,11,90,75.2,62,3.83,2.5,9.5,33.33,10.33,33
"1978-05-12",154,9,81,92.6,45.4,7,4.33,15.5,60.17,16.33,54.67
"1978-05-13",167,12,79,91,47.4,6.83,5,15.67,63.5,19.33,42.5
"1978-05-14",174,13,80,82,60.8,3.67,3.17,9.17,44.83,9.83,24.83
"1978-05-15",158,8,83,75.2,63.6,3,2.67,7.33,28.5,6.5,26.67
"1978-05-16",149,10,73,80,41.4,4.17,2,8.17,40.17,7.5,34.33
"1978-05-17",158,10,95,87.4,21.2,6.67,2.17,12.33,54,7.83,47.33
"1978-05-18",167,12,71,90.2,26.8,6.5,2.83,13.33,64.67,12.5,55
"1978-05-19",170,11,87,86.6,41,6.67,3.83,16.5,55,15.33,54.17
"1978-05-20",166,9,84,76.8,67.4,3.33,2.5,10,36,12,29.17
"1978-05-21",153,6,78,73.6,68.4,2.17,3,5.67,28.83,11.5,21
"1978-05-22",151,8,83,72.4,65,3,2.5,7,25.83,7.83,24
"1978-05-23",146,8,67,69.8,59.6,2.67,1.67,5.83,28.5,5.83,19.5
"1978-05-24",164,9,68,71,51.6,4.17,1.33,8,44.17,7.33,33.17
"1978-05-25",135,9,64,70.6,55.8,5,1.67,8.5,46.5,7.67,38.5
"1978-05-26",141,11,74,71.8,57.8,4.17,1.67,8,42.67,8.67,35.5
"1978-05-27",147,5,69,80.4,53.2,4.67,3.17,11.17,55,12.33,29.83
"1978-05-28",153,8,76,93,36.2,5.67,2.83,10.33,73.5,13,31.67
"1978-05-29",186,11,82,98.2,30.2,4.67,3.17,8.33,58.5,13.67,32.83
"1978-05-30",144,6,79,82.2,59.8,5.33,2.83,10.5,40,7.17,43
"1978-05-31",171,11,85,74.6,67.8,3.17,1.67,6.5,25.83,6.17,25
"1978-06-01",155,8,79,71.2,67.6,3.33,1.33,6.33,27.67,5.67,25.33
"1978-06-02",119,0,62,73,63.2,3.5,1.17,7.5,29.5,9.17,31.17
"1978-06-03",157,9,70,76,65.6,3.83,1.5,7,42.67,12.5,28.5
"1978-06-04",189,8,94,76,69.8,3,1.83,6.33,36.83,12.83,23.17
"1978-06-05",166,17,82,75.6,72.8,3.33,2.17,8.67,31.83,12.83,33.17
"1978-06-06",158,5,93,82.4,68.2,4.33,2.67,9.83,39.33,18.33,43.67
"1978-06-07",134,9,75,82.8,70.6,4.33,2.67,9.33,35.33,21.33,49.67
"1978-06-08",139,8,67,85,69.6,5,2.83,12,39.17,22.83,50.33
"1978-06-09",162,8,81,84,66.4,5.67,3,11.67,43.33,22.17,53.5
"1978-06-10",159,6,81,76.6,71.2,2.67,1.17,5.5,27,13.83,25.33
"1978-06-11",160,10,72,80,64.6,3,2,7.5,25.67,13.33,21.33
"1978-06-12",141,8,79,86.8,50.6,5.67,3.83,15.83,44.67,18,59.83
"1978-06-13",164,16,81,90.6,42.4,6,3.17,16.33,52.5,23.5,53
"1978-06-14",155,7,78,82.6,50.8,3.83,2,10,40.67,8,35.33
"1978-06-15",144,9,74,81,56.8,3.33,1.67,8.67,36.83,11.67,31.5
"1978-06-16",157,9,80,81.2,50.6,5.33,2.33,11.33,43.17,13.17,40.33
"1978-06-17",166,5,73,89.4,41,5.83,2.33,12.5,57,20.5,36.17
"1978-06-18",159,8,78,86.2,45,4,2,10.67,52.67,13,29
"1978-06-19",166,5,79,87.6,40.4,6.67,2.5,17,62,12,50
"1978-06-20",149,7,85,87.6,46.4,6.17,3,13.33,54.33,15.67,45
"1978-06-21",154,4,63,89.4,47.6,5.17,3,14.83,51,22,43
"1978-06-22",182,13,84,88.8,49.2,5.33,2.67,15.33,53,16.17,45.67
"1978-06-23",169,2,88,93.6,41.8,6.33,3,16,67.33,28.33,59.67
"1978-06-24",157,11,74,88.8,41,5.17,2.33,12.33,55.83,14.83,36.17
"1978-06-25",146,2,76,83,51.4,3.33,2.33,6.83,42.5,11.67,19.83
"1978-06-26",154,8,74,76.6,67,2.83,1.67,5.5,43.17,8.33,24.83
"1978-06-27",148,5,73,73.6,66.8,2.83,1.83,4.83,30,4.67,22.17
"1978-06-28",157,6,73,76,67.2,3.33,1.67,6.33,33,8.33,25.33
"1978-06-29",139,6,59,77.2,68,3.33,1.83,8,36.5,7.83,29
"1978-06-30",158,7,76,80.4,63.4,4.67,2.5,8.33,41,10.5,38.17
"1978-07-01",156,3,84,80.4,57.2,3.17,1.83,7.67,47.67,11,29.5
"1978-07-02",171,7,85,80.4,54.8,3.17,2,6.33,43.33,11.17,22
"1978-07-03",139,13,68,79.6,59.2,3.5,1.83,5.83,35.83,9.5,33
"1978-07-04",155,5,83,80,62.8,3.17,1.83,6.67,40,8.17,29.5
"1978-07-05",158,10,74,77.8,66.2,3.83,1.83,7.83,34.5,9.67,38.5
